accessibility,population_acc1km_percentage_young,population_acc1km_percentage_female,population_acc1km_percentage_child,population_acc1km_percentage_middle,population_acc1km_percentage_elder,population_acc1km_percentage_male,population_acc1km_percentage,population_acc1km_percentage_BuiltUp,population_acc1km_percentage_Other
55.59,0.04,0.05,0.03,0.02,0.02,0.06,0.11,0.11,0.0
55.61,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
55.67,7.87,7.07,3.98,0.95,0.67,6.41,13.48,13.48,0.0
55.72,0.17,0.15,0.09,0.02,0.01,0.14,0.29,0.29,0.0
55.73,1.75,2.2,1.13,0.92,0.66,2.26,4.46,4.46,0.0
55.76,1.87,2.51,1.26,0.84,1.07,2.53,5.04,5.04,0.0
55.83,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
55.89,0.06,0.11,0.05,0.05,0.08,0.12,0.23,0.23,0.0
56.12,5.06,9.73,3.76,4.11,6.69,9.88,19.61,19.61,0.0
56.28,8.81,13.68,4.23,4.77,8.91,13.05,26.73,26.73,0.0
56.33,0.12,0.37,0.08,0.12,0.36,0.31,0.68,0.68,0.0
56.35,6.32,10.17,4.95,4.4,4.55,10.05,20.22,20.22,0.0
56.39,9.26,12.33,5.55,4.49,5.46,12.43,24.76,24.76,0.0
56.45,0.73,0.97,0.42,0.34,0.39,0.9,1.88,1.88,0.0
56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.62,11.66,13.16,4.87,4.12,6.02,13.5,26.66,26.66,0.0
56.68,3.85,4.57,2.46,1.43,1.51,4.69,9.26,9.26,0.0
56.84,1.25,1.91,0.92,0.84,0.87,1.97,3.88,3.88,0.0
56.98,0.69,1.03,0.5,0.39,0.44,1.0,2.03,2.03,0.0
57.09,0.02,0.02,0.01,0.01,0.01,0.02,0.05,0.05,0.0
57.15,5.04,9.07,4.53,3.95,4.33,8.77,17.85,17.85,0.0
57.22,0.17,0.23,0.11,0.09,0.09,0.23,0.46,0.46,0.0
57.23,2.85,7.21,2.54,2.27,5.51,5.96,13.17,13.17,0.0
57.32,3.2,3.71,1.58,1.18,1.29,3.54,7.25,7.25,0.0
57.39,7.05,10.93,5.23,4.64,4.9,10.89,21.82,21.82,0.0
57.59,2.24,2.01,1.13,0.27,0.19,1.82,3.83,3.83,0.0
57.66,0.04,0.1,0.04,0.04,0.08,0.1,0.2,0.2,0.0
57.82,19.08,26.24,12.81,9.92,11.28,26.84,53.08,53.08,0.0
57.83,4.18,5.5,3.08,1.82,1.99,5.56,11.06,11.06,0.0
57.85,4.33,5.54,2.42,2.08,2.28,5.57,11.12,11.12,0.0
58.05,20.52,25.48,15.66,8.02,6.48,25.19,50.67,50.67,0.0
58.09,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
58.1,1.33,2.26,0.74,0.91,1.25,1.97,4.23,4.23,0.0
58.14,0.74,1.76,0.7,0.71,1.34,1.74,3.51,3.51,0.0
58.21,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
58.24,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
58.31,13.16,14.27,5.21,4.33,6.32,14.75,29.03,29.03,0.0
58.46,0.03,0.05,0.03,0.02,0.02,0.05,0.11,0.11,0.0
58.5,2.11,3.02,1.42,1.01,1.33,2.85,5.87,5.87,0.0
58.67,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
58.69,0.03,0.04,0.02,0.01,0.01,0.04,0.07,0.07,0.0
58.71,0.22,0.4,0.13,0.16,0.34,0.44,0.84,0.84,0.0
58.82,26.63,31.98,17.09,10.49,10.02,32.25,64.23,64.23,0.0
58.84,1.89,3.15,1.44,1.25,1.7,3.13,6.28,6.28,0.0
58.95,0.07,0.1,0.08,0.04,0.02,0.11,0.21,0.21,0.0
59.01,0.17,0.19,0.1,0.06,0.05,0.19,0.39,0.39,0.0
59.02,0.32,0.41,0.21,0.17,0.12,0.42,0.83,0.83,0.0
59.03,0.15,0.27,0.1,0.09,0.16,0.23,0.5,0.5,0.0
59.1,9.77,13.57,7.45,4.77,5.35,13.78,27.34,27.34,0.0
59.11,6.19,8.39,4.39,3.0,3.41,8.62,17.01,17.01,0.0
59.14,2.07,2.54,0.95,0.92,1.21,2.62,5.16,5.16,0.0
59.23,3.31,5.13,2.35,1.97,2.68,5.17,10.3,10.3,0.0
59.27,0.34,0.48,0.23,0.18,0.2,0.48,0.96,0.96,0.0
59.74,15.49,20.8,8.93,7.35,8.29,19.26,40.06,40.06,0.0
59.78,3.86,7.12,3.18,2.91,4.39,7.22,14.34,14.34,0.0
59.8,4.4,7.95,3.57,2.74,4.68,7.43,15.38,15.38,0.0
59.81,10.61,14.66,7.17,5.36,5.63,14.12,28.77,28.77,0.0
59.83,0.14,0.26,0.1,0.11,0.18,0.27,0.53,0.53,0.0
59.85,3.67,6.63,2.97,2.28,3.9,6.2,12.82,12.82,0.0
59.9,11.61,14.06,6.36,4.25,5.47,13.64,27.7,27.7,0.0
60.15,13.05,15.43,8.29,5.32,4.57,15.8,31.23,31.23,0.0
60.26,0.08,0.1,0.05,0.04,0.03,0.1,0.2,0.2,0.0
60.38,1.77,2.97,1.22,0.98,1.71,2.71,5.68,5.68,0.0
60.4,0.04,0.09,0.04,0.04,0.07,0.09,0.19,0.19,0.0
60.5,1.83,3.52,1.36,1.49,2.42,3.57,7.09,7.09,0.0
60.51,0.16,0.28,0.11,0.1,0.17,0.27,0.54,0.54,0.0
60.58,0.03,0.03,0.01,0.01,0.01,0.03,0.06,0.06,0.0
60.63,0.42,0.69,0.29,0.25,0.42,0.69,1.38,1.38,0.0
60.65,8.87,17.06,6.59,7.21,11.72,17.33,34.39,34.39,0.0
60.73,12.18,18.21,7.24,6.42,9.55,17.17,35.38,35.38,0.0
60.81,0.02,0.04,0.02,0.02,0.03,0.04,0.08,0.08,0.0
60.87,6.45,11.52,4.44,3.72,7.09,10.18,21.7,21.7,0.0
61.05,4.53,8.1,3.12,2.61,4.99,7.15,15.25,15.25,0.0
61.31,0.06,0.07,0.03,0.03,0.03,0.07,0.15,0.15,0.0
61.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.49,0.21,0.29,0.25,0.12,0.06,0.34,0.64,0.64,0.0
61.6,3.55,5.25,2.55,2.01,2.26,5.12,10.37,10.37,0.0
61.65,0.03,0.04,0.02,0.02,0.02,0.04,0.08,0.08,0.0
61.77,3.05,5.75,2.59,2.33,3.53,5.74,11.5,11.5,0.0
61.78,0.08,0.11,0.05,0.04,0.05,0.11,0.23,0.0,0.23
61.92,0.44,0.74,0.24,0.3,0.41,0.64,1.38,1.38,0.0
62.02,0.02,0.07,0.02,0.02,0.07,0.06,0.13,0.13,0.0
62.2,0.66,0.88,0.42,0.33,0.36,0.88,1.76,1.76,0.0
62.28,0.41,0.97,0.39,0.39,0.74,0.96,1.93,1.93,0.0
62.31,5.18,6.18,4.0,1.86,1.41,6.26,12.44,12.44,0.0
62.34,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
62.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.72,0.74,1.75,0.7,0.71,1.33,1.73,3.48,3.48,0.0
63.11,14.46,16.36,9.67,5.18,3.6,16.56,32.92,32.92,0.0
63.23,0.85,1.04,0.47,0.31,0.4,1.0,2.04,2.04,0.0
63.39,7.26,14.3,5.43,5.19,9.52,13.1,27.4,27.4,0.0
63.49,11.37,9.16,6.7,0.83,0.79,10.53,19.69,19.69,0.0
63.61,0.13,0.18,0.07,0.07,0.09,0.18,0.36,0.36,0.0
63.62,4.32,5.54,2.42,2.08,2.28,5.56,11.1,11.1,0.0
63.63,13.49,17.59,9.4,6.84,5.84,17.98,35.57,35.57,0.0
63.87,17.92,21.39,13.84,6.45,4.88,21.69,43.09,43.09,0.0
63.99,6.51,8.82,4.62,3.15,3.59,9.06,17.87,17.87,0.0
64.03,0.25,0.38,0.18,0.17,0.17,0.39,0.77,0.77,0.0
64.1,4.66,8.96,3.46,3.78,6.16,9.1,18.06,18.06,0.0
64.26,2.42,3.62,1.44,1.28,1.9,3.41,7.04,7.04,0.0
64.35,9.02,10.83,5.79,3.56,3.39,10.93,21.76,21.76,0.0
64.38,2.15,3.84,1.48,1.24,2.36,3.39,7.23,7.23,0.0
64.4,1.11,2.13,0.91,0.77,1.34,2.0,4.13,4.13,0.0
64.42,4.91,6.24,2.62,1.96,2.82,6.06,12.31,12.31,0.0
64.45,5.61,8.71,3.99,3.34,4.54,8.77,17.48,17.48,0.0
64.84,8.54,10.26,5.48,3.37,3.21,10.35,20.6,20.6,0.0
64.85,3.67,8.46,3.18,3.08,6.53,8.0,16.46,16.46,0.0
64.92,0.9,1.54,0.64,0.6,0.89,1.49,3.03,3.03,0.0
64.94,0.2,0.25,0.11,0.07,0.1,0.24,0.49,0.49,0.0
64.95,0.01,0.02,0.01,0.01,0.01,0.02,0.04,0.04,0.0
65.07,0.54,1.67,0.38,0.55,1.64,1.43,3.11,3.11,0.0
65.19,16.47,19.88,8.3,5.97,7.91,18.77,38.65,38.65,0.0
65.2,7.86,10.46,4.95,3.95,4.23,10.53,20.99,20.99,0.0
65.22,1.84,2.08,1.09,0.63,0.58,2.06,4.14,4.14,0.0
65.4,0.09,0.15,0.07,0.07,0.07,0.15,0.3,0.0,0.3
65.52,4.83,5.37,3.03,1.61,1.3,5.41,10.78,10.78,0.0
65.55,3.05,3.46,1.82,1.05,0.96,3.42,6.89,6.89,0.0
65.62,0.15,0.19,0.11,0.07,0.07,0.2,0.39,0.39,0.0
65.69,1.3,2.01,0.62,0.7,1.31,1.92,3.93,3.93,0.0
65.77,3.34,4.21,1.76,1.31,1.82,4.02,8.23,8.23,0.0
65.79,12.11,21.99,9.57,7.54,13.37,20.6,42.59,42.59,0.0
65.9,0.32,0.41,0.21,0.17,0.12,0.42,0.82,0.82,0.0
66.01,5.0,8.98,3.68,3.93,5.1,8.73,17.71,17.71,0.0
66.04,6.18,8.23,4.59,2.74,2.33,7.6,15.84,15.84,0.0
66.11,2.48,2.23,1.25,0.3,0.21,2.02,4.25,4.25,0.0
66.17,4.41,6.01,2.95,2.05,2.96,6.37,12.37,12.37,0.0
66.18,0.13,0.25,0.08,0.1,0.21,0.27,0.52,0.52,0.0
66.34,9.84,13.63,6.43,4.37,6.11,13.13,26.76,26.76,0.0
66.61,0.72,0.93,0.51,0.32,0.31,0.93,1.86,1.86,0.0
66.72,10.53,14.54,7.25,5.71,5.7,14.66,29.2,29.2,0.0
66.87,0.89,1.08,0.49,0.33,0.42,1.05,2.12,2.12,0.0
66.88,0.11,0.15,0.07,0.05,0.07,0.15,0.3,0.3,0.0
66.94,6.6,8.79,4.16,3.32,3.56,8.85,17.64,17.64,0.0
66.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
67.14,13.54,16.25,8.15,5.2,5.42,16.06,32.31,32.31,0.0
67.26,5.7,8.18,3.85,2.74,3.59,7.7,15.88,15.88,0.0
67.3,0.38,0.86,0.33,0.31,0.67,0.82,1.68,1.68,0.0
67.45,10.07,13.41,6.04,4.88,5.94,13.53,26.94,26.94,0.0
67.46,0.77,1.32,0.55,0.51,0.76,1.27,2.59,2.59,0.0
67.49,0.15,0.19,0.09,0.07,0.07,0.19,0.38,0.38,0.0
67.52,0.02,0.03,0.01,0.01,0.02,0.03,0.07,0.07,0.0
67.62,0.02,0.04,0.02,0.02,0.03,0.04,0.08,0.08,0.0
67.64,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
67.79,0.83,1.27,0.61,0.56,0.58,1.31,2.58,2.58,0.0
67.86,0.47,0.67,0.32,0.23,0.3,0.63,1.31,1.31,0.0
68.07,18.59,22.52,10.19,6.81,8.76,21.84,44.35,44.35,0.0
68.09,11.85,15.51,8.01,6.17,5.5,16.02,31.52,31.52,0.0
68.16,0.02,0.03,0.02,0.01,0.01,0.03,0.06,0.06,0.0
68.17,0.9,1.65,0.71,0.58,1.0,1.54,3.18,3.18,0.0
68.2,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
68.22,11.96,14.37,7.68,4.71,4.5,14.49,28.86,28.86,0.0
68.28,0.28,0.33,0.18,0.11,0.1,0.33,0.66,0.66,0.0
68.29,7.12,8.42,4.52,2.9,2.49,8.62,17.04,17.04,0.0
68.38,0.33,0.42,0.21,0.17,0.13,0.43,0.84,0.84,0.0
68.4,1.17,2.36,1.07,0.97,1.51,2.35,4.72,4.72,0.0
68.49,4.01,7.23,3.35,2.82,4.3,7.25,14.48,14.48,0.0
68.5,0.02,1.55,0.01,0.11,2.3,0.89,2.44,2.44,0.0
68.61,1.7,2.29,1.15,0.77,0.97,2.31,4.6,4.6,0.0
68.64,4.4,5.63,2.46,2.11,2.32,5.66,11.29,11.29,0.0
68.65,9.06,12.46,6.23,4.87,4.85,12.54,25.01,25.01,0.0
68.85,5.8,9.14,3.83,3.41,4.84,8.75,17.89,17.89,0.0
68.88,15.22,17.27,9.08,5.26,4.77,17.06,34.33,34.33,0.0
68.93,2.65,4.75,1.95,2.08,2.69,4.62,9.38,9.38,0.0
68.97,0.03,0.04,0.02,0.02,0.02,0.05,0.09,0.09,0.0
68.99,1.35,2.24,0.99,0.93,1.13,2.15,4.39,4.39,0.0
69.1,7.48,9.64,5.41,3.34,3.54,10.14,19.78,19.78,0.0
69.21,16.87,21.77,9.17,8.03,8.63,20.93,42.7,42.7,0.0
69.29,0.03,0.04,0.02,0.01,0.01,0.03,0.07,0.07,0.0
69.3,3.1,2.66,1.18,0.87,0.55,3.04,5.7,5.7,0.0
69.44,1.26,1.87,0.91,0.72,0.8,1.83,3.7,3.7,0.0
69.46,1.73,4.17,1.8,1.65,3.1,4.11,8.28,8.28,0.0
69.56,22.53,20.22,11.38,2.73,1.92,18.35,38.57,38.57,0.0
69.81,12.66,14.05,7.95,4.21,3.41,14.17,28.23,28.23,0.0
69.87,0.04,0.06,0.03,0.03,0.03,0.06,0.13,0.13,0.0
69.96,0.84,1.44,0.47,0.58,0.79,1.25,2.69,2.69,0.0
70.03,9.74,12.56,5.29,4.64,4.98,12.08,24.64,24.64,0.0
70.22,0.37,0.88,0.35,0.36,0.67,0.87,1.75,1.75,0.0
70.25,2.78,4.96,1.91,1.6,3.05,4.38,9.34,9.34,0.0
70.36,4.13,6.42,1.99,2.24,4.18,6.12,12.54,12.54,0.0
70.39,1.44,1.79,0.86,0.68,0.57,1.76,3.55,3.55,0.0
70.45,0.38,0.46,0.23,0.16,0.16,0.47,0.92,0.92,0.0
70.68,3.05,7.12,3.22,2.72,4.97,6.82,13.95,13.95,0.0
70.7,10.48,14.63,7.57,5.57,5.72,14.71,29.34,29.34,0.0
70.72,9.64,16.16,8.63,7.18,6.79,16.08,32.23,32.23,0.0
70.73,30.27,42.96,21.93,13.72,17.88,40.83,83.8,83.8,0.0
70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
70.84,12.31,15.08,3.45,6.09,8.74,15.51,30.59,30.59,0.0
70.87,19.16,25.71,11.04,9.08,10.24,23.81,49.53,49.53,0.0
70.92,0.44,0.62,0.27,0.25,0.32,0.67,1.29,1.29,0.0
71.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
71.1,0.05,0.14,0.03,0.05,0.14,0.12,0.26,0.26,0.0
71.13,4.7,6.28,3.04,2.33,2.8,6.59,12.87,12.87,0.0
71.15,1.13,3.51,0.79,1.16,3.43,3.0,6.51,6.51,0.0
71.26,3.22,4.2,2.28,1.46,1.41,4.17,8.36,8.36,0.0
71.3,1.45,2.22,1.07,0.97,1.01,2.29,4.5,4.5,0.0
71.34,0.05,0.07,0.04,0.03,0.03,0.08,0.15,0.15,0.0
71.43,3.2,5.72,2.2,1.85,3.52,5.05,10.77,10.77,0.0
71.45,8.09,10.65,5.96,3.53,3.85,10.78,21.43,21.43,0.0
71.54,7.59,10.52,4.96,3.37,4.71,10.13,20.65,20.65,0.0
71.55,0.17,0.22,0.11,0.08,0.08,0.23,0.45,0.45,0.0
71.74,15.9,18.81,10.11,6.49,5.57,19.25,38.06,38.06,0.0
71.89,2.48,4.33,1.91,1.67,2.6,4.33,8.65,8.65,0.0
71.96,6.97,12.45,4.79,4.02,7.66,10.99,23.44,23.44,0.0
72.03,19.54,26.47,13.27,9.49,10.88,26.7,53.18,53.18,0.0
72.07,0.11,0.15,0.07,0.05,0.06,0.14,0.29,0.29,0.0
72.09,7.24,9.52,5.33,3.16,3.44,9.64,19.16,19.16,0.0
72.1,0.14,0.22,0.1,0.09,0.1,0.22,0.44,0.44,0.0
72.27,1.77,2.45,1.04,0.95,1.19,2.51,4.96,4.96,0.0
72.3,2.15,1.93,1.08,0.26,0.18,1.75,3.67,3.67,0.0
72.39,20.35,24.5,13.07,8.06,7.73,24.71,49.21,49.21,0.0
72.4,18.71,26.07,14.18,9.15,8.39,24.36,50.43,50.43,0.0
72.43,0.54,0.72,0.34,0.27,0.29,0.73,1.45,1.45,0.0
72.46,16.66,18.06,6.59,5.48,8.0,18.67,36.73,36.73,0.0
72.61,6.85,7.43,2.71,2.26,3.29,7.68,15.11,15.11,0.0
72.76,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
72.79,0.61,0.93,0.45,0.41,0.42,0.96,1.9,1.9,0.0
72.8,0.17,0.22,0.1,0.08,0.09,0.22,0.45,0.45,0.0
72.85,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
72.91,6.07,11.15,4.8,3.91,6.8,10.43,21.58,21.58,0.0
72.96,1.61,1.83,0.96,0.56,0.51,1.81,3.64,3.64,0.0
73.15,5.77,9.21,4.01,3.49,5.09,9.16,18.37,18.37,0.0
73.29,0.38,0.52,0.28,0.17,0.19,0.51,1.03,1.03,0.0
73.37,1.26,3.17,0.69,0.57,3.07,2.42,5.59,5.59,0.0
73.5,0.03,0.02,0.01,0.0,0.0,0.02,0.04,0.04,0.0
73.62,2.36,4.31,1.79,1.47,2.74,4.06,8.37,8.37,0.0
73.74,4.29,7.66,2.95,2.47,4.71,6.76,14.42,14.42,0.0
73.83,6.36,7.56,4.02,2.89,2.65,8.36,15.92,15.92,0.0
73.85,5.74,8.91,4.08,3.41,4.65,8.97,17.88,17.88,0.0
73.87,5.93,6.22,3.67,2.02,1.58,6.99,13.21,13.21,0.0
74.01,1.0,0.9,0.51,0.12,0.09,0.82,1.72,1.72,0.0
74.08,17.5,28.23,11.02,9.45,17.64,27.38,55.61,55.61,0.0
74.09,0.04,0.09,0.04,0.04,0.07,0.09,0.18,0.18,0.0
74.17,3.92,6.75,3.08,2.7,3.5,6.44,13.2,13.2,0.0
74.18,1.73,2.39,1.02,0.93,1.16,2.45,4.84,4.84,0.0
74.21,0.25,0.47,0.15,0.19,0.39,0.51,0.98,0.98,0.0
74.25,0.07,0.13,0.05,0.04,0.08,0.11,0.24,0.24,0.0
74.35,19.64,28.14,8.0,12.02,17.83,29.35,57.49,57.49,0.0
74.36,2.93,3.7,1.9,1.55,1.11,3.8,7.5,7.5,0.0
74.39,1.35,1.62,0.81,0.47,0.48,1.5,3.12,3.12,0.0
74.46,0.37,0.85,0.32,0.31,0.65,0.8,1.65,1.65,0.0
74.58,0.08,0.1,0.04,0.03,0.04,0.09,0.19,0.19,0.0
74.63,9.92,13.0,6.02,4.91,5.63,13.49,26.49,26.49,0.0
74.66,9.18,11.82,6.64,4.1,4.35,12.44,24.27,24.27,0.0
74.68,1.45,2.92,1.38,1.25,1.99,3.15,6.07,6.07,0.0
74.71,0.71,1.28,0.57,0.44,0.75,1.2,2.48,2.48,0.0
74.76,17.01,26.69,11.44,9.02,14.27,25.05,51.74,51.74,0.0
74.79,5.9,7.5,3.15,2.35,3.38,7.28,14.79,14.79,0.0
74.8,0.84,0.72,0.32,0.23,0.15,0.82,1.54,1.54,0.0
74.95,0.17,0.3,0.11,0.1,0.18,0.26,0.56,0.0,0.56
75.0,0.14,0.25,0.1,0.08,0.16,0.22,0.48,0.48,0.0
75.07,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.03,0.0
75.12,2.34,4.5,1.74,1.9,3.09,4.57,9.07,9.07,0.0
75.26,5.52,9.99,4.48,3.44,5.88,9.33,19.32,19.32,0.0
75.31,2.08,2.84,1.56,0.96,1.07,2.82,5.66,5.66,0.01
75.39,14.17,18.87,8.5,6.87,8.36,19.04,37.91,37.91,0.0
75.45,9.41,15.12,7.51,6.46,7.03,15.29,30.41,30.41,0.0
75.46,1.41,2.51,0.97,0.81,1.55,2.22,4.73,4.73,0.0
75.51,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.0
75.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.62,1.26,2.26,1.08,1.0,1.16,2.24,4.5,4.5,0.0
75.66,8.26,11.09,4.76,3.92,4.42,10.27,21.35,21.35,0.0
75.69,0.93,1.24,0.6,0.46,0.55,1.31,2.55,2.55,0.0
75.71,4.27,7.7,3.56,3.01,4.59,7.73,15.43,15.43,0.0
75.73,19.48,24.92,13.74,7.26,8.2,23.77,48.68,48.68,0.0
75.75,7.73,9.27,5.65,3.12,2.52,9.75,19.02,19.02,0.0
75.82,0.03,0.04,0.03,0.01,0.01,0.04,0.08,0.08,0.0
75.86,11.53,18.1,7.75,6.12,9.68,16.98,35.08,35.08,0.0
75.87,14.14,19.45,9.5,7.35,8.36,19.89,39.34,39.34,0.0
75.91,2.07,3.69,1.42,1.19,2.27,3.26,6.96,6.96,0.0
75.94,0.78,1.04,0.49,0.39,0.42,1.04,2.08,2.08,0.0
75.95,1.55,1.76,0.92,0.54,0.49,1.74,3.5,3.5,0.0
75.99,12.71,15.11,8.04,5.78,5.29,16.7,31.81,31.81,0.0
76.11,0.72,1.33,0.41,0.53,1.11,1.44,2.77,2.77,0.0
76.14,5.64,6.83,3.09,2.06,2.66,6.62,13.45,13.45,0.0
76.26,2.89,4.28,2.08,1.64,1.84,4.18,8.46,8.46,0.0
76.35,6.53,8.68,4.11,3.28,3.52,8.75,17.43,17.43,0.0
76.36,5.66,9.03,3.7,3.39,5.01,8.73,17.76,17.76,0.0
76.37,23.07,33.05,9.39,14.12,20.95,34.48,67.53,67.53,0.0
76.47,10.21,14.95,7.04,5.55,6.78,14.63,29.58,29.58,0.0
76.59,0.11,0.15,0.07,0.05,0.08,0.16,0.31,0.31,0.0
76.67,0.45,0.82,0.32,0.3,0.52,0.77,1.58,1.58,0.0
76.72,17.15,21.64,11.13,9.08,6.51,22.23,43.87,43.87,0.0
76.76,0.62,0.79,0.42,0.29,0.29,0.84,1.62,1.62,0.0
76.91,0.34,0.44,0.19,0.16,0.18,0.44,0.88,0.88,0.0
76.92,15.49,22.37,10.59,8.78,9.68,22.17,44.54,44.54,0.0
76.97,0.05,0.07,0.03,0.02,0.03,0.07,0.13,0.13,0.0
77.01,1.53,2.12,0.97,0.74,0.98,2.11,4.23,4.23,0.0
77.09,9.89,8.88,5.0,1.2,0.84,8.05,16.93,16.93,0.0
77.18,0.11,0.14,0.07,0.05,0.06,0.14,0.28,0.28,0.0
77.19,0.12,0.21,0.08,0.07,0.13,0.18,0.39,0.39,0.0
77.27,13.18,16.19,7.72,5.03,6.44,16.18,32.37,32.37,0.0
77.28,10.96,11.17,6.71,3.63,2.58,12.71,23.88,23.88,0.0
77.29,0.31,0.56,0.25,0.19,0.33,0.52,1.08,1.08,0.0
77.34,2.14,2.61,1.45,0.9,0.76,2.64,5.25,5.25,0.0
77.36,0.2,0.37,0.16,0.13,0.22,0.34,0.71,0.71,0.0
77.46,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
77.48,0.58,0.88,0.41,0.33,0.43,0.86,1.74,1.74,0.0
77.52,0.77,1.43,0.44,0.56,1.19,1.54,2.97,2.97,0.0
77.56,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
77.63,4.99,6.51,3.48,2.53,2.16,6.65,13.16,13.16,0.0
77.71,11.43,14.43,7.68,5.37,5.27,15.31,29.74,29.74,0.0
77.88,20.42,29.71,15.87,12.31,11.08,29.98,59.69,59.69,0.0
78.03,0.18,0.23,0.14,0.08,0.07,0.25,0.47,0.47,0.0
78.08,1.36,1.1,0.8,0.1,0.1,1.26,2.36,2.36,0.0
78.15,1.54,2.36,1.13,1.03,1.07,2.43,4.78,4.78,0.0
78.17,0.02,0.02,0.01,0.01,0.01,0.02,0.04,0.04,0.0
78.27,0.24,0.42,0.16,0.14,0.26,0.37,0.79,0.79,0.0
78.29,4.64,5.7,2.72,1.77,2.27,5.7,11.4,11.4,0.0
78.31,1.68,3.09,1.1,1.28,2.11,3.07,6.16,6.16,0.0
78.33,4.23,5.19,2.47,1.61,2.06,5.19,10.38,10.38,0.0
78.4,5.2,9.41,4.22,3.24,5.54,8.79,18.2,18.2,0.0
78.44,9.33,10.55,6.24,3.34,2.32,10.68,21.23,21.23,0.0
78.49,3.28,5.23,2.46,1.92,2.73,5.17,10.39,10.39,0.0
78.7,8.85,11.6,5.37,4.38,5.02,12.02,23.62,23.62,0.0
78.97,9.3,12.48,6.27,4.2,5.31,12.61,25.08,25.08,0.0
78.99,0.89,1.47,0.62,0.55,0.9,1.49,2.96,2.96,0.0
79.11,17.19,17.88,8.45,5.5,4.94,18.2,36.08,36.08,0.0
79.27,5.41,13.69,4.81,4.31,10.46,11.31,24.99,24.99,0.0
79.28,0.05,0.08,0.04,0.03,0.03,0.08,0.16,0.16,0.0
79.34,0.02,0.05,0.02,0.02,0.04,0.05,0.1,0.1,0.0
79.37,2.63,4.6,2.03,1.77,2.76,4.6,9.2,9.2,0.0
79.46,0.15,0.2,0.11,0.07,0.07,0.2,0.4,0.4,0.0
79.48,0.94,2.91,0.66,0.96,2.85,2.49,5.41,5.41,0.0
79.59,1.94,4.17,1.81,1.63,2.91,4.12,8.29,8.29,0.0
79.65,0.22,0.29,0.13,0.11,0.13,0.3,0.59,0.59,0.0
79.76,10.09,13.17,7.04,5.12,4.37,13.45,26.62,26.62,0.0
79.95,8.86,7.95,4.48,1.08,0.75,7.22,15.17,15.17,0.0
80.01,10.33,13.23,5.78,4.96,5.45,13.29,26.52,26.52,0.0
80.07,0.32,0.77,0.31,0.31,0.58,0.76,1.52,1.52,0.0
80.1,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.0
80.12,3.28,4.03,1.92,1.25,1.6,4.03,8.07,8.07,0.0
80.14,0.11,0.14,0.09,0.04,0.03,0.14,0.27,0.27,0.0
80.15,0.74,0.98,0.47,0.37,0.4,0.99,1.97,1.97,0.0
80.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.28,1.96,2.93,1.4,1.13,1.29,2.85,5.78,5.78,0.0
80.3,0.23,0.38,0.2,0.17,0.16,0.38,0.77,0.77,0.0
80.35,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
80.43,0.07,0.09,0.08,0.04,0.02,0.11,0.2,0.2,0.0
80.57,1.87,1.91,1.15,0.62,0.44,2.17,4.08,4.08,0.0
80.58,5.83,7.0,3.51,2.03,2.09,6.47,13.46,13.46,0.0
80.59,52.06,46.72,26.3,6.31,4.43,42.39,89.11,89.11,0.0
80.71,14.96,19.28,10.83,6.69,7.08,20.29,39.57,39.57,0.0
80.84,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
80.86,6.01,7.17,4.64,2.16,1.64,7.27,14.45,14.45,0.0
80.88,5.65,8.16,3.86,3.2,3.53,8.09,16.25,16.25,0.0
80.91,21.16,25.41,13.58,8.34,7.96,25.62,51.03,51.03,0.0
