accessibility,population_acc1km_percentage_young,population_acc1km_percentage_female,population_acc1km_percentage_child,population_acc1km_percentage_middle,population_acc1km_percentage_elder,population_acc1km_percentage_male,population_acc1km_percentage,population_acc1km_percentage_BuiltUp,population_acc1km_percentage_Other
12960.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12961.11,17.86,23.69,17.52,7.86,4.13,23.69,47.38,47.38,0.0
12961.18,1.3,0.86,0.18,0.2,0.12,0.94,1.8,1.8,0.0
12961.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12961.52,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12961.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12962.06,42.41,28.12,5.78,6.42,3.98,30.46,58.59,58.59,0.0
12962.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12962.42,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12962.5,14.64,18.25,10.95,6.75,5.67,19.76,38.01,38.01,0.0
12962.68,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12963.12,17.43,22.24,13.09,7.77,7.38,23.43,45.67,45.67,0.0
12963.28,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
12963.66,14.36,12.45,5.85,4.44,3.25,15.45,27.9,27.9,0.0
12963.67,17.39,21.68,13.0,8.02,6.74,23.48,45.16,45.16,0.0
12963.8,0.01,0.01,0.01,0.0,0.0,0.01,0.02,0.0,0.02
12963.82,26.17,30.12,14.24,10.51,11.42,32.22,62.34,62.34,0.0
12963.84,1.97,2.61,1.93,0.87,0.46,2.61,5.22,5.22,0.0
12963.91,7.18,11.62,5.0,4.18,6.28,11.02,22.64,22.64,0.0
12964.28,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12964.75,3.9,5.45,3.51,2.32,1.09,5.37,10.82,10.82,0.0
12964.81,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12965.02,27.92,32.13,15.19,11.21,12.19,34.37,66.5,66.5,0.0
12965.26,0.0,0.0,0.0,0.0,0.0,0.0,25.98,25.98,0.0
12965.27,13.23,12.57,4.15,4.04,4.55,13.41,0.0,0.0,0.0
12965.4,0.91,0.6,0.12,0.14,0.09,0.65,1.25,1.25,0.0
12965.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12965.59,0.63,0.92,0.54,0.32,0.44,1.02,1.94,0.0,1.94
12965.83,21.67,26.57,11.17,9.15,10.29,25.7,52.27,52.27,0.0
12966.17,14.22,15.25,6.69,5.82,5.53,17.01,32.26,32.26,0.0
12966.28,21.3,26.12,10.98,8.99,10.11,25.26,51.38,51.38,0.0
12966.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12966.37,0.46,0.75,0.4,0.28,0.43,0.82,1.57,0.0,1.57
12966.5,18.19,22.32,9.38,7.68,8.64,21.58,43.9,43.9,0.0
12966.52,50.16,56.99,36.33,18.67,11.29,59.47,116.45,116.45,0.0
12966.82,23.32,22.64,13.77,8.16,4.24,26.86,49.5,49.5,0.0
12966.92,15.79,23.81,12.88,11.34,7.05,23.25,47.05,47.05,0.0
12966.95,13.76,13.48,5.92,4.87,4.56,15.63,29.11,29.11,0.0
12966.96,0.76,1.11,0.53,0.42,0.54,1.13,2.24,0.0,2.24
12967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12967.16,18.56,21.36,10.09,7.45,8.1,22.85,44.21,44.21,0.0
12967.32,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,2.93
12967.33,1.07,1.54,0.59,0.66,0.62,1.4,0.0,0.0,0.0
12967.53,1.81,1.77,0.78,0.64,0.6,2.05,3.82,3.82,0.0
12967.78,0.0,0.0,0.0,0.0,0.0,0.0,20.13,20.13,0.0
12967.79,7.46,10.19,4.11,3.22,5.33,9.94,0.0,0.0,0.0
12967.85,20.29,24.89,10.46,8.57,9.64,24.06,48.95,48.95,0.0
12967.86,22.79,29.07,17.11,10.15,9.64,30.63,59.69,59.69,0.0
12968.0,12.1,11.49,3.79,3.69,4.16,12.26,23.75,23.75,0.0
12968.03,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12968.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12968.3,21.4,26.25,11.03,9.04,10.16,25.38,51.63,51.63,0.0
12968.48,1.46,2.24,1.17,0.88,1.23,2.49,4.73,0.0,4.73
12968.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12968.88,12.08,13.88,4.03,4.65,7.37,14.25,28.13,28.13,0.0
12969.03,17.06,19.63,9.28,6.85,7.45,21.01,40.64,40.64,0.0
12969.07,13.52,14.84,7.03,5.57,5.05,16.34,31.18,31.18,0.0
12969.32,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12969.37,0.78,1.03,0.76,0.34,0.18,1.03,2.06,2.06,0.0
12970.1,0.01,0.01,0.01,0.01,0.0,0.01,0.03,0.0,0.03
12970.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12970.32,17.22,16.35,5.39,5.26,5.93,17.45,33.8,33.8,0.0
12970.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12970.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12970.54,19.51,23.94,10.06,8.24,9.27,23.15,47.08,47.08,0.0
12970.66,5.3,5.68,2.41,1.85,2.01,5.88,11.56,11.56,0.0
12971.05,1.41,1.9,0.72,0.67,0.91,1.81,3.71,3.71,0.0
12971.14,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12971.2,0.0,0.0,0.0,0.0,0.0,0.0,47.97,47.97,0.0
12971.21,19.88,24.39,10.25,8.4,9.44,23.58,0.0,0.0,0.0
12972.04,7.14,11.55,4.97,4.15,6.24,10.96,22.5,22.5,0.0
12972.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12972.46,74.57,104.24,67.17,44.39,20.8,102.7,206.93,206.93,0.0
12972.63,23.49,27.03,12.77,9.43,10.25,28.91,55.94,55.94,0.0
12972.72,20.33,19.3,6.37,6.21,7.0,20.6,39.9,39.9,0.0
12972.87,0.75,1.09,0.52,0.41,0.53,1.11,2.2,0.0,2.2
12973.14,14.35,14.06,6.17,5.08,4.75,16.3,30.36,30.36,0.0
12973.39,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12973.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12973.59,11.95,16.08,6.09,5.67,7.7,15.33,31.42,31.42,0.0
12973.88,5.13,6.9,2.62,2.43,3.31,6.58,13.49,13.49,0.0
12973.95,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12974.34,19.59,24.03,10.1,8.27,9.3,23.24,47.26,47.26,0.0
12974.88,7.62,7.46,3.28,2.7,2.52,8.65,16.11,16.11,0.0
12974.91,5.46,7.35,2.78,2.59,3.52,7.0,14.35,14.34,0.02
12975.08,18.16,23.17,13.64,8.09,7.68,24.41,47.58,47.58,0.0
12975.23,9.21,11.3,4.75,3.89,4.37,10.93,22.22,22.22,0.0
12975.36,18.35,21.11,9.98,7.37,8.01,22.59,43.7,43.7,0.0
12975.65,0.3,0.44,0.17,0.19,0.18,0.4,0.83,0.0,0.83
12976.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12976.2,0.18,0.27,0.16,0.09,0.13,0.29,0.56,0.0,0.56
12976.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12976.4,8.56,11.51,4.36,4.06,5.51,10.98,22.49,22.49,0.0
12976.52,1.68,2.46,1.17,0.92,1.19,2.51,4.96,0.0,4.96
12976.66,30.82,29.92,18.2,10.79,5.6,35.49,65.41,65.41,0.0
12976.78,1.48,1.97,1.46,0.65,0.34,1.97,3.94,3.94,0.0
12977.54,17.87,22.28,13.36,8.24,6.93,24.13,46.41,46.41,0.0
12977.68,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,3.61
12977.69,1.22,1.79,0.85,0.67,0.86,1.82,0.0,0.0,0.0
12977.9,1.79,2.06,0.6,0.69,1.09,2.11,4.17,4.17,0.0
12978.27,16.71,17.93,7.87,6.84,6.51,19.99,37.93,37.93,0.0
12978.35,9.47,12.74,4.83,4.49,6.1,12.15,24.89,24.89,0.0
12978.52,0.06,0.06,0.02,0.02,0.02,0.06,0.12,0.12,0.0
12979.03,1.26,1.44,0.42,0.48,0.77,1.48,2.93,2.93,0.0
12979.09,0.76,1.17,0.61,0.46,0.64,1.3,2.47,0.0,2.47
12979.26,20.44,25.07,10.53,8.63,9.71,24.24,49.31,49.31,0.0
12979.31,51.62,58.64,37.38,19.21,11.62,61.19,119.84,119.84,0.0
12979.34,48.88,61.11,41.92,18.23,12.51,60.43,121.54,121.53,0.0
12979.35,14.11,21.28,11.51,10.13,6.3,20.78,42.05,42.05,0.0
12979.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12979.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12979.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12980.38,0.83,0.89,0.37,0.29,0.31,0.92,1.8,1.8,0.0
12980.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12980.62,8.42,13.61,5.86,4.89,7.36,12.91,26.53,26.53,0.0
12980.64,2.27,1.97,0.92,0.7,0.51,2.44,4.41,4.41,0.0
12980.76,11.86,15.96,6.05,5.63,7.64,15.22,31.18,31.18,0.0
12980.83,11.35,9.84,4.62,3.51,2.57,12.21,0.0,0.0,0.0
12980.84,0.0,0.0,0.0,0.0,0.0,0.0,22.05,22.05,0.0
12981.69,0.4,0.65,0.35,0.25,0.37,0.72,1.37,0.0,1.37
12981.84,0.84,1.28,0.67,0.5,0.7,1.43,2.71,0.0,2.71
12982.67,3.11,4.35,2.8,1.85,0.87,4.28,8.63,8.63,0.0
12982.7,0.33,0.45,0.17,0.16,0.21,0.43,0.87,0.87,0.0
12983.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12983.05,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
12983.14,20.35,19.32,6.38,6.21,7.0,20.62,39.94,39.94,0.0
12983.17,0.98,1.05,0.45,0.34,0.37,1.09,2.14,2.14,0.0
12983.62,11.17,15.04,5.7,5.3,7.2,14.34,29.37,29.37,0.0
12983.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12984.43,3.03,4.36,1.66,1.87,1.75,3.96,8.31,0.0,8.31
12984.79,13.54,17.03,9.81,6.02,5.69,18.03,0.0,0.0,0.0
12984.8,0.0,0.0,0.0,0.0,0.0,0.0,35.06,35.06,0.0
12984.96,0.01,0.01,0.01,0.0,0.0,0.01,0.02,0.0,0.02
12984.98,0.42,0.61,0.36,0.22,0.29,0.67,1.29,0.0,1.29
12985.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12985.3,17.41,18.68,8.19,7.12,6.77,20.82,39.5,39.5,0.0
12986.04,54.96,62.43,39.8,20.45,12.37,65.15,127.58,127.58,0.0
12986.09,11.49,14.8,6.39,5.26,7.04,15.38,30.18,30.18,0.0
12986.12,0.99,1.31,0.97,0.43,0.23,1.31,2.62,2.62,0.0
12986.64,2.28,2.45,1.04,0.8,0.86,2.53,4.98,4.98,0.0
12986.65,17.16,19.74,9.33,6.89,7.49,21.12,40.87,40.87,0.0
12986.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12986.94,9.43,12.69,4.81,4.48,6.08,12.1,24.79,24.79,0.0
12986.97,0.33,0.44,0.33,0.15,0.08,0.44,0.89,0.89,0.0
12987.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12987.14,0.39,0.55,0.32,0.19,0.23,0.57,1.12,0.0,1.12
12988.08,54.49,79.23,49.74,33.88,19.07,77.95,157.19,157.19,0.0
12988.17,3.63,8.3,3.97,3.69,5.08,8.06,16.37,16.37,0.0
12988.26,32.66,37.58,17.76,13.11,14.25,40.2,77.78,77.78,0.0
12988.43,0.93,2.14,1.02,0.95,1.31,2.07,0.0,0.0,0.0
12988.44,0.0,0.0,0.0,0.0,0.0,0.0,4.21,4.21,0.0
12988.55,14.75,14.0,4.62,4.5,5.08,14.94,28.94,28.94,0.0
12988.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12988.65,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12988.71,17.93,17.03,5.62,5.48,6.17,18.17,35.19,35.19,0.0
12988.73,3.89,8.88,4.24,3.94,5.43,8.62,17.5,17.5,0.0
12988.98,22.21,21.56,13.11,7.77,4.04,25.57,47.13,47.13,0.0
12989.25,1.53,3.49,1.67,1.55,2.13,3.39,6.88,6.88,0.0
12989.29,0.63,0.97,0.51,0.38,0.53,1.08,2.06,0.0,2.06
12989.66,7.92,12.8,5.51,4.6,6.92,12.15,24.95,24.95,0.0
12989.74,12.35,17.74,6.75,7.6,7.14,16.11,33.84,33.84,0.0
12990.2,12.41,16.7,6.33,5.89,7.99,15.92,32.61,32.61,0.0
12990.48,17.63,17.26,7.58,6.24,5.84,20.02,37.28,37.28,0.0
12990.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12990.52,2.01,4.58,2.19,2.03,2.8,4.45,9.03,9.03,0.0
12990.71,7.62,10.26,3.89,3.62,4.91,9.78,20.04,20.04,0.0
12990.83,5.36,5.18,1.3,2.05,3.29,6.82,12.0,12.0,0.0
12990.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12991.05,0.86,1.41,0.76,0.54,0.81,1.55,2.96,0.0,2.96
12991.2,14.73,21.15,8.04,9.07,8.51,19.21,40.35,40.35,0.0
12991.23,11.05,13.77,8.26,5.1,4.28,14.92,28.69,28.69,0.0
12991.44,0.0,0.0,0.0,0.0,0.0,0.0,63.91,63.91,0.0
12991.45,26.83,30.87,14.59,10.77,11.71,33.03,0.0,0.0,0.0
12991.47,14.58,15.64,6.86,5.97,5.67,17.44,33.08,33.08,0.0
12991.48,20.55,23.65,11.18,8.25,8.97,25.3,48.95,48.95,0.0
12991.56,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12991.77,1.12,1.53,0.62,0.49,0.8,1.5,0.0,0.0,0.0
12991.78,0.0,0.0,0.0,0.0,0.0,0.0,3.03,3.03,0.0
12991.79,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12992.06,17.92,22.34,13.4,8.26,6.95,24.19,46.53,46.53,0.0
12992.23,18.33,27.63,14.95,13.16,8.18,26.98,54.61,54.61,0.0
12992.25,2.45,5.6,2.68,2.49,3.43,5.44,11.05,11.05,0.0
12992.42,0.64,0.93,0.44,0.35,0.45,0.95,1.88,0.0,1.88
12992.44,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12992.45,16.92,18.16,7.96,6.93,6.59,20.24,38.4,38.4,0.0
12992.48,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
12992.55,24.34,23.63,14.38,8.52,4.42,28.03,51.67,51.67,0.0
12993.13,15.27,21.92,8.34,9.4,8.82,19.91,41.83,41.83,0.0
12993.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12993.49,3.3,4.5,1.82,1.43,2.36,4.39,8.9,8.9,0.0
12993.56,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12993.62,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12993.65,8.94,12.83,4.88,5.5,5.17,11.66,24.49,24.49,0.0
12993.75,0.33,0.32,0.14,0.12,0.11,0.37,0.69,0.69,0.0
12993.97,14.99,14.68,6.45,5.31,4.96,17.03,31.71,31.71,0.0
12994.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12994.43,6.18,10.37,4.94,4.17,5.33,10.26,20.63,20.63,0.0
12994.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12994.94,1.34,1.8,0.68,0.63,0.86,1.71,3.51,3.51,0.0
12995.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
12995.21,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12995.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12995.51,16.08,23.09,8.78,9.9,9.3,20.97,44.06,44.06,0.0
12995.76,17.65,11.71,2.4,2.67,1.66,12.68,24.39,24.39,0.0
12995.82,34.92,33.9,20.62,12.22,6.35,40.21,74.11,74.11,0.0
12995.92,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
12996.15,0.08,0.08,0.03,0.02,0.03,0.08,0.16,0.16,0.0
12996.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12996.42,33.75,22.38,4.6,5.11,3.17,24.24,46.62,46.62,0.0
12996.64,12.34,11.72,3.87,3.77,4.25,12.51,24.23,24.23,0.0
12996.79,4.03,3.06,0.61,0.87,0.88,3.34,6.4,6.4,0.0
12996.98,14.74,18.37,11.02,6.8,5.71,19.9,38.28,38.28,0.0
12997.07,5.84,9.8,4.67,3.94,5.04,9.69,19.5,19.5,0.0
12997.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12997.25,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
12997.69,8.77,11.98,4.83,3.79,6.27,11.68,23.66,23.66,0.0
12998.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12998.19,1.36,0.9,0.18,0.21,0.13,0.97,1.87,1.87,0.0
12998.27,13.37,15.36,4.46,5.15,8.16,15.77,31.13,31.13,0.0
12998.34,7.33,10.52,4.0,4.51,4.24,9.56,20.08,20.08,0.0
12998.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12998.65,4.76,4.13,1.94,1.47,1.08,5.12,9.24,9.24,0.0
12999.14,10.32,16.69,7.18,6.0,9.02,15.84,32.53,32.53,0.0
12999.5,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
12999.62,0.06,0.09,0.04,0.03,0.05,0.09,0.18,0.18,0.0
12999.64,2.35,3.12,2.31,1.03,0.54,3.12,6.24,6.24,0.0
12999.94,0.62,0.96,0.5,0.38,0.52,1.06,2.02,0.0,2.02
13000.17,5.73,9.61,4.58,3.86,4.94,9.5,19.11,19.11,0.0
13000.19,36.09,23.93,4.92,5.46,3.39,25.92,49.85,49.85,0.0
13000.38,9.39,12.46,9.22,4.13,2.17,12.46,24.91,24.91,0.0
13000.39,0.55,0.9,0.48,0.34,0.51,0.99,1.89,0.0,1.89
13000.72,19.35,20.76,9.11,7.92,7.53,23.14,43.91,43.91,0.0
13001.02,1.26,1.76,1.14,0.75,0.35,1.74,46.43,46.43,0.0
13001.03,18.02,20.74,9.8,7.24,7.87,22.19,0.0,0.0,0.0
13001.1,0.34,0.29,0.14,0.11,0.08,0.37,0.66,0.66,0.0
13001.45,0.01,0.02,0.0,0.01,0.01,0.02,0.03,0.0,0.03
13001.53,3.2,4.24,3.14,1.41,0.74,4.24,8.48,8.48,0.0
13001.57,28.53,27.7,16.85,9.99,5.19,32.85,60.55,60.55,0.0
13001.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13001.71,13.12,16.74,9.85,5.85,5.55,17.63,34.37,34.37,0.0
13001.8,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
13002.08,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
13002.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13002.43,12.44,15.51,9.3,5.74,4.82,16.8,32.31,32.31,0.0
13002.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13002.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13002.61,29.51,36.89,25.31,11.01,7.55,36.48,73.37,73.37,0.0
13002.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13002.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13003.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13003.24,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,2.65
13003.25,0.9,1.31,0.62,0.49,0.63,1.34,0.0,0.0,0.0
13003.33,6.61,9.49,3.61,4.07,3.82,8.61,18.1,18.1,0.0
13003.59,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
13003.71,6.39,6.07,2.0,1.95,2.2,6.47,0.0,0.0,0.0
13003.72,4.22,7.08,3.37,2.85,3.64,7.0,26.62,26.62,0.0
13003.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13003.77,0.12,0.12,0.05,0.04,0.04,0.14,0.25,0.25,0.0
13003.98,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
13004.15,4.01,5.6,3.61,2.39,1.12,5.52,11.12,11.12,0.0
13004.21,11.74,15.13,6.53,5.38,7.2,15.72,30.85,30.85,0.0
13004.38,9.54,13.03,5.25,4.12,6.82,12.7,25.73,25.73,0.0
13004.76,0.5,0.8,0.34,0.29,0.43,0.76,1.56,1.56,0.0
13005.17,2.79,3.7,2.74,1.23,0.65,3.7,7.4,7.4,0.0
13005.33,42.99,53.75,36.88,16.04,11.0,53.16,106.91,106.91,0.0
13005.38,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.0,0.03
13005.52,23.39,29.84,17.57,10.42,9.9,31.44,61.28,61.28,0.0
13005.56,11.65,17.56,9.5,8.36,5.2,17.15,34.71,34.71,0.0
13005.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13005.77,12.84,13.78,6.05,5.26,5.0,15.36,0.0,0.0,0.0
13005.78,0.59,0.9,0.47,0.35,0.49,1.0,31.05,29.15,1.91
13005.92,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
13006.08,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
13006.24,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
13006.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
13006.64,54.59,62.02,39.54,20.31,12.29,64.72,126.73,126.73,0.0
13007.04,20.71,23.83,11.26,8.31,9.04,25.49,49.32,49.32,0.0
13007.07,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
13007.22,17.94,22.36,13.42,8.27,6.95,24.22,46.59,46.59,0.0
13007.24,9.99,13.44,5.09,4.74,6.44,12.81,26.25,26.25,0.0
13007.72,0.0,0.0,0.0,0.0,0.0,0.0,15.5,15.5,0.0
13007.73,4.65,7.79,3.71,3.13,4.01,7.71,0.0,0.0,0.0
13008.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13008.82,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.0,0.02
13009.08,9.63,15.58,6.7,5.6,8.42,14.78,30.36,30.36,0.0
13009.57,0.71,1.02,0.39,0.44,0.41,0.93,1.95,1.95,0.0
13009.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13009.74,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
13009.81,30.52,29.63,18.02,10.68,5.55,35.14,64.77,64.77,0.0
13009.92,0.27,0.44,0.24,0.17,0.25,0.48,0.92,0.0,0.92
13010.09,18.6,19.96,8.76,7.61,7.24,22.25,42.21,42.21,0.0
13010.18,16.66,15.82,5.22,5.09,5.73,16.88,32.71,32.71,0.0
13010.35,1.19,1.92,0.83,0.69,1.04,1.82,3.74,3.74,0.0
13010.53,0.18,0.26,0.15,0.09,0.11,0.27,0.53,0.0,0.53
13011.03,0.67,1.03,0.54,0.41,0.57,1.15,2.18,0.0,2.18
13011.28,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0
13011.29,0.47,0.62,0.46,0.21,0.11,0.62,0.0,0.0,0.0
13011.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13011.51,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
13011.81,19.62,25.03,14.73,8.74,8.3,26.37,0.0,0.0,0.0
13011.82,0.0,0.0,0.0,0.0,0.0,0.0,51.4,51.4,0.0
13011.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13012.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13012.18,0.0,0.0,0.0,0.0,0.0,0.0,16.66,16.66,0.0
13012.19,4.99,8.38,3.99,3.37,4.31,8.28,0.0,0.0,0.0
13012.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13012.33,23.79,22.59,7.45,7.26,8.19,24.1,46.69,46.69,0.0
13012.37,0.95,1.46,0.76,0.57,0.8,1.62,3.07,0.0,3.07
13012.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13012.56,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
13013.04,0.69,1.01,0.48,0.38,0.49,1.03,2.05,0.0,2.05
13013.23,19.3,18.33,6.05,5.9,6.64,19.56,37.89,37.89,0.0
13013.32,32.97,37.94,17.93,13.24,14.39,40.59,78.53,78.53,0.0
13013.45,7.05,10.12,3.85,4.34,4.07,9.19,19.31,0.0,19.31
13013.54,4.95,5.69,1.65,1.91,3.02,5.85,11.54,11.54,0.0
13013.66,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.02
13013.88,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
13014.02,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
13014.23,6.08,8.72,3.32,3.74,3.51,7.92,16.65,16.65,0.0
13014.28,10.95,13.65,8.19,5.05,4.24,14.78,28.42,28.42,0.0
13014.56,21.18,24.37,11.52,8.5,9.24,26.07,50.44,50.44,0.0
13014.78,0.91,1.2,0.89,0.4,0.21,1.2,2.41,2.41,0.0
13014.88,1.01,0.96,0.32,0.31,0.35,1.03,1.99,1.99,0.0
13015.08,9.23,9.04,3.97,3.27,3.05,10.48,19.52,19.52,0.0
13015.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13015.88,5.13,5.03,2.21,1.82,1.7,5.83,10.86,10.86,0.0
13016.11,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
13016.4,7.05,11.4,4.9,4.1,6.16,10.81,22.21,22.21,0.0
13016.99,18.26,21.02,9.93,7.33,7.97,22.48,43.5,43.5,0.0
13017.1,8.74,12.36,5.4,4.44,6.11,12.33,24.69,24.69,0.0
13017.26,12.07,16.25,6.16,5.73,7.78,15.49,31.74,31.74,0.0
13017.4,16.2,18.4,11.73,6.03,3.65,19.2,37.6,37.6,0.0
13017.43,10.58,17.11,7.36,6.15,9.25,16.23,33.34,33.34,0.0
13018.48,29.25,33.66,15.91,11.74,12.77,36.01,69.67,69.67,0.0
13018.6,14.18,16.29,4.73,5.46,8.65,16.73,33.02,33.02,0.0
13018.74,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.02
13019.32,2.07,3.12,1.69,1.48,0.92,3.04,6.16,6.16,0.0
13019.34,6.06,8.71,3.31,3.73,3.51,7.91,16.61,16.61,0.0
